着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_id
10,2,2,エスカラーチェ,牝3,51.0,小林美駒,1:59.4,3,16.5,7.0,472(-10),[東] 鈴木伸尋,202404010102
11,8,14,ダリボルカ,牝3,55.0,杉原誠人,2:00.1,4,231.1,11.0,448(-4),[東] 宗像義忠,202404010102
12,6,9,ノーブルシェイド,牝3,55.0,武藤雅,2:00.3,1.1/2,17.8,8.0,534(-16),[東] 水野貴広,202404010102
13,5,7,スマイルサミット,牝3,55.0,宮崎北斗,2:03.2,大,370.3,13.0,516(+6),[東] 中川公成,202404010102
中,7,12,アグリアス,牝3,54.0,秋山稔樹,,,196.6,10.0,464(0),[東] 矢嶋大樹,202404010102
1,4,6,アメリカンチケット,牡3,55.0,西塚洸二,1:11.4,,3.4,2.0,496(+6),[西] 藤原英昭,202404010103
2,8,14,フォルスタクラス,牡3,56.0,佐々木大,1:12.4,6,20.5,6.0,468(0),[東] 上原博之,202404010103
3,7,12,モーニントンライン,牡3,54.0,小林勝太,1:13.0,3.1/2,2.1,1.0,472(-8),[東] 小野次郎,202404010103
4,1,1,フォートボヤール,牡3,57.0,杉原誠人,1:13.0,クビ,22.2,7.0,492(-2),[東] 辻哲英,202404010103
5,2,3,ニシノサイエン,牝3,51.0,小林美駒,1:13.5,3,87.8,10.0,468(0),[東] 小手川準,202404010103
6,7,13,ヨリナエスポワール,牡3,57.0,丹内祐次,1:13.5,アタマ,13.2,5.0,522(+2),[東] 牧光二,202404010103
7,4,7,イーブンナウ,牝3,53.0,藤田菜七,1:13.6,クビ,10.2,4.0,436(-2),[西] 田中克典,202404010103
8,6,11,ファビュラスロード,牡3,57.0,富田暁,1:13.7,3/4,6.9,3.0,452(+2),[東] 尾関知人,202404010103
9,5,9,ヨシノヤッタルデー,牡3,54.0,柴田裕一,1:13.8,3/4,35.6,8.0,454(-2),[西] 中竹和也,202404010103
10,8,15,ジャスパーサン,牡3,56.0,松本大輝,1:13.9,アタマ,66.2,9.0,476(-6),[西] 森秀行,202404010103
11,3,5,シンボリノエル,牝3,54.0,横山琉人,1:14.7,5,117.7,11.0,488(-2),[東] 菊川正達,202404010103
12,6,10,マケタラアカン,牡3,55.0,永島まな,1:14.9,1.1/4,150.9,12.0,448(-8),[東] 久保田貴,202404010103
13,5,8,クラウンチャンス,牡3,53.0,大江原比,1:16.1,7,707.0,15.0,460(+6),[東] 武市康男,202404010103
14,3,4,プエルトプラタ,牝3,52.0,水沼元輝,1:16.5,2.1/2,196.3,14.0,478(-18),[東] 清水英克,202404010103
15,2,2,マドモアゼルハポン,牝3,54.0,角田大和,1:17.1,3.1/2,157.4,13.0,436(-6),[西] 角田晃一,202404010103
1,6,6,パトリック,牡8,60.0,森一馬,3:07.6,,14.4,6.0,480(+6),[西] 岡田稲男,202404010104
2,4,4,ヴィジュネル,牡6,60.0,中村将之,3:08.0,2.1/2,2.5,1.0,486(0),[西] 渡辺薫彦,202404010104
3,2,2,サペラヴィ,牡7,62.0,大江原圭,3:08.0,クビ,8.6,4.0,486(-8),[東] 南田美知,202404010104
4,6,7,カイザーバローズ,牡6,60.0,小牧加矢,3:08.1,クビ,5.6,3.0,460(+4),[西] 音無秀孝,202404010104
5,7,8,ベストインクラス,牡6,60.0,金子光希,3:08.1,クビ,37.8,8.0,498(-4),[東] 伊藤伸一,202404010104
6,7,9,ブリヨンカズマ,牡5,60.0,伴啓太,3:08.5,2.1/2,12.1,5.0,520(-2),[東] 高橋文雅,202404010104
7,3,3,パーカッション,セ5,60.0,石神深一,3:08.5,ハナ,3.3,2.0,534(-8),[東] 田中博康,202404010104
8,5,5,オシリスブレイン,牡7,60.0,五十嵐雄,3:09.0,3,22.4,7.0,506(+2),[東] 田村康仁,202404010104
9,8,10,スーパーフェイバー,牡6,60.0,小野寺祐,3:10.2,7,50.3,10.0,502(-2),[西] 西園翔太,202404010104
10,1,1,ティートラップ,牡7,60.0,上野翔,3:11.0,5,47.2,9.0,474(+8),[東] 伊藤伸一,202404010104
11,8,11,ヒストリアノワール,セ6,57.0,坂口智康,3:11.8,5,111.4,11.0,438(-2),[東] 嘉藤貴行,202404010104
1,5,8,マイネルオーシャン,牡3,57.0,丹内祐次,2:02.1,,1.4,1.0,462(0),[東] 鹿戸雄一,202404010105
2,4,7,プロスペクト,牡3,56.0,佐々木大,2:03.1,6,6.1,3.0,498(+2),[西] 須貝尚介,202404010105
3,8,15,メテオクイン,牝3,51.0,小林美駒,2:03.1,クビ,36.3,6.0,402(-2),[東] 鈴木慎太,202404010105
4,7,13,ブラックルチル,牡3,57.0,北村友一,2:03.1,アタマ,4.7,2.0,480(-4),[西] 池江泰寿,202404010105
5,7,12,ズイウンゴサイ,牡3,53.0,大江原比,2:03.3,1.1/4,331.1,12.0,454(0),[東] 武市康男,202404010105
6,6,11,ホーハイト,牡3,57.0,荻野極,2:03.6,1.1/2,57.3,8.0,430(-6),[東] 池上昌和,202404010105
7,2,2,パラソル,牝3,55.0,斎藤新,2:03.6,クビ,17.9,4.0,440(0),[西] 杉山晴紀,202404010105
8,5,9,ジーティーウルス,牡3,57.0,丸山元気,2:03.9,1.3/4,24.8,5.0,478(+4),[西] 森田直行,202404010105
9,3,4,アスクブラボー,牡3,56.0,角田大河,2:04.2,1.3/4,209.7,11.0,468(+6),[西] 笹田和秀,202404010105
10,3,5,オルデラン,牡3,54.0,今村聖奈,2:04.4,3/4,42.1,7.0,478(0),[西] 寺島良,202404010105
11,4,6,モズテイクオフ,牡3,57.0,亀田温心,2:04.5,1/2,131.2,10.0,488(0),[西] 藤岡健一,202404010105
12,1,1,ゴルトヴェーレ,牝3,55.0,武藤雅,2:04.6,1,84.7,9.0,480(-4),[東] 水野貴広,202404010105
13,6,10,シラカワノセキ,牡3,57.0,杉原誠人,2:04.8,1,420.8,14.0,436(+6),[東] 土田稔,202404010105
14,2,3,レーヌクロード,牝3,52.0,川端海翼,2:05.3,3,353.8,13.0,358(-2),[西] 小栗実,202404010105
15,8,14,ケイサンノーブル,牝3,52.0,小林勝太,2:05.4,1/2,617.6,15.0,438(0),[西] 畑端省吾,202404010105
1,1,2,ネイルンノ,牡3,57.0,杉原誠人,0:56.2,,13.4,5.0,456(+2),[東] 尾関知人,202404010106
2,8,16,ゴールドジャンパー,牝3,51.0,小林美駒,0:56.2,アタマ,2.2,1.0,412(-2),[東] 深山雅史,202404010106
3,6,12,クリーゲリン,牝3,52.0,石神深道,0:56.5,1.1/2,7.5,3.0,424(-20),[東] 和田正一,202404010106
4,7,13,マリノバレリーナ,牝3,55.0,丹内祐次,0:56.6,3/4,4.5,2.0,442(-6),[東] 松永康利,202404010106
5,1,1,イデアガウディ,牡3,56.0,佐々木大,0:57.3,4,15.0,6.0,474(-12),[東] 菊川正達,202404010106
6,7,14,ミスターローズ,牡3,57.0,武藤雅,0:57.3,クビ,54.1,11.0,452(+14),[東] 武藤善則,202404010106
7,4,7,プラビータ,牝3,55.0,菊沢一樹,0:57.3,ハナ,17.9,8.0,480(-12),[東] 矢野英一,202404010106
8,8,15,バニッツア,牝3,52.0,柴田裕一,0:57.5,1.1/4,78.8,13.0,374(-2),[西] 牧田和弥,202404010106
9,6,11,ミッシーフォール,牝3,51.0,河原田菜,0:57.5,アタマ,65.7,12.0,398(-2),[東] 矢野英一,202404010106
10,3,6,シソチョウ,牝3,54.0,秋山稔樹,0:57.7,1.1/4,448.2,16.0,456(0),[東] 佐藤吉勝,202404010106
11,5,10,メーオーテソーロ,牝3,53.0,藤田菜七,0:57.7,ハナ,29.0,9.0,382(-14),[東] 奥平雅士,202404010106
12,2,4,ユニヴェールアン,牝3,55.0,北村友一,0:57.8,クビ,16.2,7.0,476(-6),[東] 加藤士津,202404010106
13,5,9,オウケンボス,牡3,57.0,丸山元気,0:58.2,2.1/2,212.6,15.0,518(-4),[西] 牧浦充徳,202404010106
14,2,3,シャトーディフ,牝3,54.0,横山琉人,0:58.3,クビ,29.5,10.0,440(0),[東] 矢嶋大樹,202404010106
15,3,5,フルブースト,牝3,52.0,小林勝太,0:58.4,1/2,171.0,14.0,436(-2),[東] 田村康仁,202404010106
16,4,8,ワクワクサセテ,牝3,51.0,大江原比,0:59.1,4,13.4,4.0,426(0),[東] 武市康男,202404010106
1,8,8,インテンソ,牡4,57.0,角田大和,1:55.3,,1.6,1.0,490(+4),[西] 松永幹夫,202404010107
2,7,7,サーティファイド,牡5,56.0,西塚洸二,1:55.4,3/4,4.5,3.0,480(-2),[西] 鮫島一歩,202404010107
3,6,6,キレナイカ,牡4,56.0,永島まな,1:55.4,アタマ,4.5,2.0,516(-4),[西] 須貝尚介,202404010107
4,5,5,インオービット,牡4,57.0,秋山稔樹,1:55.4,ハナ,169.0,8.0,462(+2),[東] 蛯名利弘,202404010107
5,1,1,フクノエヴリー,牡5,55.0,小林勝太,1:55.9,3,15.2,5.0,530(-14),[東] 堀内岳志,202404010107
6,4,4,リネンマンボ,牡4,55.0,石神深道,1:56.0,1/2,44.5,7.0,470(+2),[東] 粕谷昌央,202404010107
7,3,3,オリエンタルキング,牡5,54.0,小林美駒,1:56.3,1.3/4,41.8,6.0,504(-2),[東] 伊坂重信,202404010107
8,2,2,アイソウザスター,牝6,55.0,横山琉人,1:57.3,6,11.3,4.0,492(-14),[東] 小笠倫弘,202404010107
1,7,8,ウインアイオライト,牝4,56.0,丹内祐次,1:36.3,,3.7,2.0,460(-6),[東] 矢嶋大樹,202404010108
2,4,4,ヨウシタンレイ,牝4,53.0,今村聖奈,1:36.5,1,6.5,4.0,466(0),[西] 藤野健太,202404010108
3,1,1,ハリケーンリッジ,牝4,56.0,杉原誠人,1:36.5,クビ,4.6,3.0,440(+6),[東] 大和田成,202404010108
4,6,6,キトゥンズマーチ,牝6,55.0,角田大和,1:36.6,3/4,6.7,5.0,470(0),[東] 上原博之,202404010108
5,3,3,サファイア,牝4,56.0,北村友一,1:36.6,ハナ,8.8,6.0,428(+4),[西] 辻野泰之,202404010108
6,8,9,ドナウパール,牝4,55.0,角田大河,1:36.7,1/2,3.6,1.0,444(+2),[西] 斉藤崇史,202404010108
7,2,2,アンブロジアーナ,牝5,54.0,藤田菜七,1:36.9,1,104.1,10.0,424(+4),[東] 上原博之,202404010108
8,8,10,ブルーウィン,牝4,56.0,菊沢一樹,1:37.0,3/4,35.8,7.0,444(0),[西] 清水久詞,202404010108
9,5,5,クインズカムイ,牝4,56.0,西村太一,1:37.0,アタマ,41.9,8.0,480(+14),[東] 加藤征弘,202404010108
10,7,7,コスモバイオレット,牝4,52.0,小林美駒,1:38.8,大,46.6,9.0,446(-6),[東] 松永康利,202404010108
1,5,7,コトホドサヨウニ,牡3,57.0,城戸義政,1:53.5,,4.4,3.0,502(0),[西] 奥村豊,202404010109
2,3,4,オーケーバーディー,牝3,55.0,横山琉人,1:54.6,7,2.8,1.0,428(+2),[東] 相沢郁,202404010109
3,3,3,コスモジンバック,牡3,57.0,丹内祐次,1:54.6,クビ,134.6,13.0,474(+2),[東] 相沢郁,202404010109
4,2,2,マコタイガ,牡3,57.0,斎藤新,1:54.8,1.1/4,61.0,10.0,502(-2),[東] 小野次郎,202404010109
5,1,1,バルミーウェザー,牡3,57.0,亀田温心,1:54.9,3/4,41.6,9.0,464(-4),[西] 鮫島一歩,202404010109
6,7,11,ジーティーアグリム,牝3,55.0,北村友一,1:55.0,1/2,115.8,12.0,532(+2),[東] 奥平雅士,202404010109
7,4,5,ペプチドヒナタ,牡3,57.0,富田暁,1:55.1,クビ,67.8,11.0,472(-10),[西] 武英智,202404010109
8,4,6,キャストロペペ,牡3,57.0,国分優作,1:55.2,3/4,8.3,4.0,478(+8),[西] 四位洋文,202404010109
9,6,10,パッカパッカブー,牡3,57.0,佐々木大,1:55.2,アタマ,27.1,7.0,478(-2),[西] 須貝尚介,202404010109
10,8,14,アスクヒロイズガイ,牡3,57.0,角田大河,1:56.1,5,18.1,6.0,494(+6),[西] 野中賢二,202404010109
11,7,12,アリエスキング,牡3,57.0,永島まな,1:56.2,1,3.4,2.0,450(-4),[西] 庄野靖志,202404010109
12,6,9,キタノライジン,牡3,57.0,丸山元気,1:56.3,クビ,16.1,5.0,488(-10),[東] 尾関知人,202404010109
13,5,8,アメリカンチーフ,牡3,57.0,西塚洸二,1:56.5,1.1/4,30.4,8.0,464(0),[西] 音無秀孝,202404010109
14,8,13,ヤマニンアラクリア,牡3,57.0,田中健,1:56.7,1.1/4,143.2,14.0,476(+4),[西] 中村直也,202404010109
1,7,7,ゲンパチムサシ,牡6,58.0,北村友一,1:48.1,,13.8,7.0,506(-16),[西] 佐々木晶,202404010110
2,8,10,ドットクルー,牡4,58.0,角田大河,1:48.5,2.1/2,5.1,3.0,462(+6),[西] 笹田和秀,202404010110
3,8,9,コルベイユ,牝5,56.0,横山琉人,1:48.6,1/2,133.8,10.0,438(+2),[東] 新開幸一,202404010110
4,5,5,タガノチュール,牡6,58.0,富田暁,1:48.6,クビ,38.4,8.0,474(-2),[西] 西園翔太,202404010110
5,3,3,マイネルメモリー,牡4,58.0,丹内祐次,1:48.7,1/2,3.8,2.0,468(0),[西] 宮徹,202404010110
6,7,8,コレオグラファー,牡4,58.0,亀田温心,1:48.7,アタマ,11.0,6.0,480(-10),[西] 高柳大輔,202404010110
7,6,6,エクロール,牝5,56.0,荻野極,1:48.8,クビ,7.1,5.0,436(0),[西] 長谷川浩,202404010110
8,4,4,ゴッドファーザー,牡4,58.0,佐々木大,1:48.9,1,5.4,4.0,502(-6),[東] 萩原清,202404010110
9,2,2,オメガオリーブ,牝5,56.0,杉原誠人,1:48.9,ハナ,74.8,9.0,404(-6),[東] 大和田成,202404010110
10,1,1,アクートゥス,牡4,58.0,西塚洸二,1:48.9,ハナ,3.7,1.0,458(-8),[西] 藤原英昭,202404010110
1,5,6,ミファヴォリート,牝5,56.0,丸山元気,1:52.0,,3.9,1.0,490(-4),[東] 辻哲英,202404010111
2,4,4,スノーグレース,牝5,56.0,武藤雅,1:52.1,1/2,27.9,11.0,482(0),[東] 中舘英二,202404010111
3,5,7,フレンチギフト,牝5,56.0,斎藤新,1:52.2,1/2,6.2,4.0,472(0),[東] 中川公成,202404010111
4,8,13,ピースオブザライフ,牝4,56.0,丹内祐次,1:52.2,アタマ,5.5,2.0,478(-10),[西] 野中賢二,202404010111
5,6,8,プメハナ,牝4,56.0,西塚洸二,1:52.6,2,21.5,9.0,462(-4),[西] 鮫島一歩,202404010111
6,8,12,レリジールダモーレ,牝5,56.0,横山琉人,1:53.2,3.1/2,26.8,10.0,458(+4),[西] 高橋義忠,202404010111
7,4,5,スマートムーラン,牝5,56.0,荻野極,1:53.2,ハナ,118.4,13.0,460(-6),[西] 大久保龍,202404010111
8,3,3,メイショウオーロラ,牝4,56.0,角田大河,1:53.3,3/4,15.1,6.0,484(-2),[西] 本田優,202404010111
9,7,10,ヨリノサファイヤ,牝4,56.0,藤田菜七,1:53.5,3/4,6.0,3.0,512(-6),[東] 根本康広,202404010111
10,1,1,フォレストキャット,牝6,56.0,富田暁,1:53.5,クビ,19.1,8.0,476(+4),[西] 野中賢二,202404010111
11,7,11,ラニカイ,牝5,56.0,佐々木大,1:53.6,クビ,29.1,12.0,508(+2),[西] 松永幹夫,202404010111
12,2,2,グラストンベリー,牝5,56.0,北村友一,1:54.1,3,17.3,7.0,438(-2),[西] 藤岡健一,202404010111
13,6,9,リアグラシア,牝5,56.0,杉原誠人,1:54.5,2.1/2,6.4,5.0,504(-6),[東] 木村哲也,202404010111
1,8,10,ツインクルトーズ,牝4,56.0,丹内祐次,1:09.5,,4.1,2.0,504(+2),[東] 牧光二,202404010112
2,7,8,マイレーヌ,牝4,52.0,小林美駒,1:09.7,1.1/4,3.8,1.0,496(0),[東] 斎藤誠,202404010112
3,2,2,アパショナード,牡5,57.0,佐々木大,1:09.9,1.1/4,6.7,4.0,420(-6),[西] 千田輝彦,202404010112
4,5,5,クリノエンジェル,牝4,56.0,国分優作,1:09.9,クビ,14.2,7.0,472(+2),[西] 畑端省吾,202404010112
5,4,4,ホイッスルソング,牝4,53.0,小林勝太,1:10.0,クビ,4.3,3.0,474(+6),[東] 黒岩陽一,202404010112
6,1,1,マルカシャルマン,牝4,55.0,角田大河,1:10.1,1,20.9,8.0,446(+2),[西] 浜田多実,202404010112
7,6,6,サイモンカーチス,牡5,55.0,川端海翼,1:10.3,1,60.9,9.0,492(0),[西] 梅田智之,202404010112
8,7,7,ブラヴィーノ,牡5,56.0,永島まな,1:10.3,アタマ,9.0,6.0,450(-8),[東] 天間昭一,202404010112
9,8,9,スイープラン,牝4,52.0,河原田菜,1:10.3,クビ,8.4,5.0,448(+6),[西] 渡辺薫彦,202404010112
10,3,3,ナックブレイブ,牡4,55.0,佐藤翔馬,1:10.3,クビ,182.0,10.0,488(-4),[東] 杉浦宏昭,202404010112
1,6,11,アナスタシス,牝3,51.0,河原田菜,1:12.6,,5.6,3.0,464(-4),[西] 岡田稲男,202404010201
2,4,7,フェブラリースカイ,牝3,55.0,国分恭介,1:13.1,3,23.1,7.0,478(+6),[西] 西園翔太,202404010201
3,3,4,バエル,牝3,54.0,秋山稔樹,1:13.2,クビ,28.8,10.0,448(+6),[東] 伊坂重信,202404010201
4,5,9,マンウォル,牝3,55.0,菊沢一樹,1:13.2,クビ,5.8,4.0,422(-4),[東] 菊沢隆徳,202404010201
5,2,3,ペイシャスウィフト,牝3,53.0,西塚洸二,1:13.4,1,2.6,1.0,486(-6),[東] 本間忍,202404010201
6,5,8,ピエナフェリーチェ,牝3,54.0,角田大和,1:13.8,2.1/2,45.5,12.0,416(-2),[西] 飯田祐史,202404010201
7,8,15,メイショウニコニコ,牝3,54.0,小沢大仁,1:13.9,3/4,193.3,14.0,438(-2),[西] 高橋亮,202404010201
8,7,12,ジョーサルーテ,牝3,54.0,松本大輝,1:14.1,1.1/4,80.9,13.0,454(+2),[西] 松下武士,202404010201
9,4,6,ブリリアントスピカ,牝3,55.0,小牧太,1:14.4,1.1/2,21.9,6.0,488(0),[西] 畑端省吾,202404010201
10,2,2,マリノルージュ,牝3,52.0,小林勝太,1:14.5,3/4,4.8,2.0,452(-18),[東] 田島俊明,202404010201
11,6,10,ケイツートラール,牝3,55.0,丹内祐次,1:14.9,2.1/2,27.7,9.0,466(-12),[東] 清水英克,202404010201
12,1,1,キチロクサクラ,牝3,55.0,木幡育也,1:15.0,アタマ,422.8,15.0,422(+4),[東] 松永康利,202404010201
12,7,13,マジカルステップ,牝3,55.0,黛弘人,1:15.0,同着,18.3,5.0,438(-6),[東] 加藤士津,202404010201
14,8,14,ハコダテノハナ,牝3,51.0,小林美駒,1:15.1,1/2,42.0,11.0,412(-14),[東] 相沢郁,202404010201
15,3,5,アヌーク,牝3,55.0,小林凌大,1:15.2,3/4,27.4,8.0,408(-6),[東] 石栗龍彦,202404010201
1,1,1,メティエダール,牝3,55.0,石橋脩,1:23.1,,1.8,1.0,476(+6),[西] 松永幹夫,202404010202
2,7,13,エコロアモーレ,牝3,55.0,菊沢一樹,1:23.2,1,21.4,7.0,456(-2),[西] 牧浦充徳,202404010202
3,3,5,レッドエヴァンス,牡3,57.0,丹内祐次,1:23.3,1/2,3.3,2.0,484(-2),[西] 音無秀孝,202404010202
4,4,7,パサデナドリーム,牝3,52.0,小林勝太,1:23.4,3/4,15.5,4.0,494(0),[東] 小野次郎,202404010202
5,8,16,イッツマイトリート,牝3,55.0,富田暁,1:23.4,ハナ,122.8,11.0,454(0),[西] 野中賢二,202404010202
6,2,4,メイパワー,牝3,55.0,江田照男,1:23.7,1.3/4,18.3,5.0,420(-2),[東] 深山雅史,202404010202
7,6,12,ラパンリュネール,牝3,51.0,小林美駒,1:23.7,アタマ,12.0,3.0,412(-2),[東] 武井亮,202404010202
8,3,6,シアーエレガンス,牝3,54.0,小沢大仁,1:23.8,クビ,30.1,8.0,464(-2),[西] 長谷川浩,202404010202
9,1,2,ノブアンドホワイト,牝3,52.0,鷲頭虎太,1:24.0,1.1/4,263.9,15.0,438(+14),[東] 堀内岳志,202404010202
10,4,8,ポリトナリティー,牝3,54.0,松本大輝,1:24.0,ハナ,47.9,9.0,402(-4),[東] 和田雄二,202404010202
11,5,9,スワルナパクシャ,牝3,55.0,亀田温心,1:24.0,クビ,207.0,14.0,408(+2),[西] 橋口慎介,202404010202
12,6,11,ジャンル,牝3,54.0,角田大河,1:24.1,1/2,52.9,10.0,468(+10),[東] 岩戸孝樹,202404010202
13,2,3,フェルテラーゾ,牝3,51.0,河原田菜,1:24.7,3.1/2,173.3,12.0,426(0),[西] 奥村豊,202404010202
14,8,15,ラッキードラゴン,牡3,57.0,小牧太,1:24.7,クビ,179.2,13.0,420(-8),[西] 笹田和秀,202404010202
15,5,10,アクイローネ,牡3,57.0,荻野極,1:24.9,1.1/2,19.0,6.0,424(-2),[西] 北出成人,202404010202
16,7,14,ジーティーセイント,牡3,57.0,黛弘人,1:25.0,クビ,374.9,16.0,452(0),[東] 鈴木慎太,202404010202
1,3,5,アスクデビューモア,牡3,54.0,今村聖奈,1:54.9,,8.2,4.0,464(-4),[西] 福永祐一,202404010203
2,7,13,ダイクロアイト,牡3,57.0,丹内祐次,1:55.0,1,2.5,1.0,456(-4),[東] 萩原清,202404010203
3,2,3,ジョリーロジャー,牡3,57.0,武藤雅,1:55.2,1,3.1,2.0,562(+10),[東] 和田正一,202404010203
4,4,7,ハイグッドワールド,牡3,54.0,柴田裕一,1:55.6,2.1/2,7.2,3.0,492(+2),[西] 谷潔,202404010203
5,7,12,クラウンクーロン,牡3,57.0,石橋脩,1:55.7,3/4,25.0,7.0,452(-2),[東] 牧光二,202404010203
6,3,4,ダイタジャスティス,牡3,54.0,小林勝太,1:55.9,1.1/4,21.8,6.0,484(0),[東] 小野次郎,202404010203
7,4,6,イマジンレノン,牡3,56.0,角田大和,1:56.2,1.1/2,29.8,8.0,482(+2),[西] 角田晃一,202404010203
8,6,10,タイガノイッテキ,セ3,57.0,丸山元気,1:56.2,ハナ,8.8,5.0,476(-2),[東] 土田稔,202404010203
9,1,1,シングンアーメット,牡3,54.0,水沼元輝,1:56.2,クビ,63.5,9.0,460(+14),[東] 伊坂重信,202404010203
10,5,8,カドサンガンバル,牡3,57.0,菊沢一樹,1:56.5,1.3/4,244.4,12.0,460(+6),[東] 岩戸孝樹,202404010203
11,2,2,スズノレイライン,牡3,57.0,亀田温心,1:56.7,1.1/4,76.0,10.0,500(+2),[西] 平田修,202404010203
12,8,14,イナズマミノル,牡3,54.0,川端海翼,1:56.8,クビ,643.0,14.0,552(+2),[西] 本田優,202404010203
13,5,9,メイショウイゾウ,牡3,56.0,角田大河,1:58.6,大,489.3,13.0,470(-8),[西] 笹田和秀,202404010203
14,8,15,ウインドファルクス,牡3,55.0,西塚洸二,1:59.7,7,94.7,11.0,520(-8),[東] 水野貴広,202404010203
除,6,11,サイレントヴォイス,牡3,57.0,荻野極,,,---,,460(-2),[東] 新開幸一,202404010203
1,2,2,ケンアンビシャス,牡6,60.0,五十嵐雄,3:09.7,,2.7,1.0,476(-2),[東] 久保田貴,202404010204
2,5,5,テイエムマジック,牡6,60.0,石神深一,3:10.7,6,5.4,3.0,508(-8),[西] 鈴木孝志,202404010204
3,8,9,エナジーポコアポコ,牡4,59.0,中村将之,3:11.5,5,11.9,6.0,472(+2),[西] 高柳大輔,202404010204
4,4,4,ウインエタンセル,牡4,59.0,小野寺祐,3:11.6,1/2,26.0,8.0,490(-20),[西] 西園翔太,202404010204
5,6,6,ダノンピーカブー,牡5,60.0,森一馬,3:14.0,大,7.6,4.0,484(+4),[西] 大久保龍,202404010204
6,8,10,ゼンカイテン,牡5,60.0,伴啓太,3:14.1,クビ,4.2,2.0,478(+4),[東] 矢野英一,202404010204
7,7,7,アルファインディ,牡4,57.0,坂口智康,3:14.8,4,13.0,7.0,440(-2),[東] 武藤善則,202404010204
8,7,8,トーセントラム,牡4,59.0,大江原圭,3:14.8,ハナ,9.2,5.0,444(-4),[東] 佐藤吉勝,202404010204
9,3,3,ブライトファントム,牡4,57.0,水沼元輝,3:16.4,10,82.7,10.0,508(-10),[東] 本間忍,202404010204
10,1,1,セイウンデイスター,牡4,59.0,上野翔,3:18.1,10,59.7,9.0,444(-16),[東] 萱野浩二,202404010204
1,8,14,ハイラント,牡3,57.0,丹内祐次,2:30.2,,2.9,1.0,432(+2),[東] 伊藤大士,202404010205
2,4,7,ベルノレイズ,牡3,57.0,富田暁,2:30.3,3/4,3.4,2.0,498(-4),[西] 小林真也,202404010205
