着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_id
6,8,8,ユウヒノプリンス,セ5,60.0,金子光希,3:19.2,大,169.1,9.0,492(-3),[東] 天間昭一,202210010105
中,2,2,エフティエトワール,牝4,57.0,上野翔,,,68.3,7.0,484(+12),[東] 粕谷昌央,202210010105
中,4,4,ヘブンリーキス,牡5,60.0,小野寺祐,,,68.1,6.0,474(+2),[東] 岩戸孝樹,202210010105
中,8,9,トーヨーヒヨウ,牡4,59.0,五十嵐雄,,,102.6,8.0,554(+32),[東] 土田稔,202210010105
1,7,12,インザオベーション,牝3,54.0,藤岡康太,1:59.9,,6.3,5.0,452(-10),[西] 武幸四郎,202210010106
2,5,8,シーグラス,牝3,54.0,丹内祐次,2:00.2,1.3/4,13.5,7.0,414(-14),[東] 武藤善則,202210010106
3,4,5,ブルーゲート,牝3,52.0,藤田菜七,2:00.3,1/2,16.8,8.0,428(0),[東] 武井亮,202210010106
4,8,13,サトノアヴァロン,牡3,56.0,浜中俊,2:00.9,3.1/2,4.9,2.0,456(-4),[西] 須貝尚介,202210010106
5,4,6,ブロンドケリー,牡3,53.0,角田大和,2:01.1,1.1/2,29.5,9.0,462(-2),[西] 寺島良,202210010106
6,3,3,トモエセンニンギリ,牝3,54.0,富田暁,2:01.4,2,32.4,10.0,448(-2),[西] 武英智,202210010106
7,3,4,メンアットワーク,牡3,56.0,斎藤新,2:01.5,クビ,5.7,4.0,454(+2),[東] 斎藤誠,202210010106
8,6,10,ユリシーズ,セ3,56.0,古川吉洋,2:01.5,クビ,77.5,11.0,464(-2),[西] 大根田裕,202210010106
9,6,9,プレミアムスマイル,牝3,54.0,西村淳也,2:01.6,クビ,12.0,6.0,476(0),[西] 池添学,202210010106
10,8,14,リュウキュウカリー,牡3,56.0,黛弘人,2:01.8,1.1/2,284.9,14.0,452(+2),[東] 大江原哲,202210010106
11,1,1,シズオウ,牝3,52.0,小沢大仁,2:01.9,クビ,215.4,13.0,440(0),[東] 竹内正洋,202210010106
12,5,7,ロードレアル,牡3,56.0,中井裕二,2:02.1,1.1/4,103.9,12.0,464(-6),[西] 杉山晴紀,202210010106
13,7,11,グリーンバローズ,牡3,56.0,横山和生,2:02.2,1/2,5.1,3.0,468(+6),[西] 上村洋行,202210010106
14,2,2,ハーツアズワン,牡3,56.0,吉田隼人,2:03.3,7,4.7,1.0,508(-14),[西] 池江泰寿,202210010106
1,5,7,クールファイブ,牡4,56.0,黛弘人,1:47.9,,29.9,9.0,500(+22),[東] 柄崎孝,202210010107
2,4,5,インテンスフレイム,牡4,56.0,藤岡康太,1:48.0,1/2,2.3,1.0,520(+4),[西] 千田輝彦,202210010107
3,7,11,キゾク,牡4,53.0,西谷凜,1:48.2,1,12.2,6.0,492(-6),[西] 池添兼雄,202210010107
4,4,4,メイショウメイユウ,牡5,57.0,城戸義政,1:48.3,1/2,55.4,11.0,444(+12),[西] 荒川義之,202210010107
5,6,9,トップスターサン,牡4,55.0,鮫島克駿,1:48.3,ハナ,5.4,2.0,498(-6),[西] 四位洋文,202210010107
6,1,1,ディーエスボンバー,牡4,56.0,古川吉洋,1:48.9,3.1/2,14.2,7.0,490(+2),[西] 岡田稲男,202210010107
7,8,12,アイルビーメジャー,牡5,57.0,丹内祐次,1:49.5,3.1/2,22.0,8.0,472(-2),[東] 伊藤伸一,202210010107
8,2,2,メルテミア,牡4,56.0,吉田隼人,1:49.6,3/4,10.5,5.0,446(0),[西] 鈴木孝志,202210010107
9,7,10,ボルケーノペスカ,牡4,53.0,角田大和,1:49.7,クビ,177.6,12.0,434(0),[西] 角田晃一,202210010107
10,6,8,オーホンブリック,牡4,56.0,川又賢治,1:50.3,3.1/2,44.7,10.0,506(0),[西] 吉村圭司,202210010107
11,8,13,メイショウカスガ,牝6,53.0,小沢大仁,1:50.3,ハナ,5.6,3.0,480(-2),[西] 松永昌博,202210010107
12,3,3,キトゥンズマーチ,牝4,54.0,富田暁,1:50.5,1.1/2,9.9,4.0,458(-4),[西] 吉岡辰弥,202210010107
除,5,6,ソジュン,牡4,56.0,横山和生,,,---,,532(+10),[西] 安田翔伍,202210010107
1,2,3,シャイニングフジ,牝4,54.0,富田暁,1:46.7,,3.5,2.0,490(-4),[西] 笹田和秀,202210010108
2,8,16,ミツルハピネス,牝4,54.0,浜中俊,1:46.8,1/2,2.9,1.0,502(-4),[西] 南井克巳,202210010108
3,5,9,キュンストラー,牝4,54.0,黛弘人,1:47.3,3,130.8,14.0,400(0),[東] 松永康利,202210010108
4,4,8,アインゲーブング,牝4,54.0,丹内祐次,1:47.3,ハナ,20.3,7.0,442(+4),[東] 黒岩陽一,202210010108
5,3,5,カラレーション,牝4,54.0,西村淳也,1:47.4,3/4,22.1,8.0,416(+4),[西] 松下武士,202210010108
6,7,13,フラワリングナイト,牝5,55.0,原田和真,1:47.6,1.1/4,106.3,12.0,442(+6),[東] 金成貴史,202210010108
7,3,6,レディアリエス,牝4,54.0,鮫島克駿,1:47.6,クビ,5.0,3.0,478(0),[西] 橋口慎介,202210010108
8,7,14,シューラヴァーグ,牝5,55.0,川又賢治,1:47.7,クビ,388.1,16.0,448(+2),[西] 畑端省吾,202210010108
9,2,4,アルタグラシア,牝5,53.0,藤田菜七,1:47.8,1/2,11.5,5.0,478(+12),[西] 小林真也,202210010108
10,8,15,リュウグウヒメ,牝6,52.0,角田大和,1:47.8,クビ,50.2,9.0,456(+4),[東] 武井亮,202210010108
11,5,10,プリペアード,牝4,54.0,斎藤新,1:48.1,2,16.9,6.0,404(-8),[西] 宮徹,202210010108
12,6,11,ピンクレガシー,牝5,55.0,藤岡康太,1:48.2,3/4,106.8,13.0,446(+2),[西] 藤岡健一,202210010108
13,4,7,ワイドアウェイク,牝4,52.0,小沢大仁,1:48.8,3.1/2,63.2,10.0,490(0),[西] 加用正,202210010108
14,1,1,ルージュアリュール,牝4,54.0,荻野極,1:49.0,1.1/2,70.1,11.0,434(+6),[西] 松永幹夫,202210010108
15,1,2,ブリンク,牝4,54.0,吉田隼人,2:00.2,大,9.0,4.0,448(+10),[西] 吉岡辰弥,202210010108
中,6,12,ダンツガゼール,牝5,52.0,松本大輝,,,165.4,15.0,466(-2),[西] 本田優,202210010108
1,1,1,テンカハル,牡4,56.0,藤岡佑介,2:39.1,,6.1,3.0,494(-8),[西] 矢作芳人,202210010109
2,4,4,ウインヴァカンス,牝4,54.0,小崎綾也,2:39.1,クビ,31.2,7.0,446(-4),[西] 寺島良,202210010109
3,3,3,エリカヴァレリア,牝4,54.0,浜中俊,2:39.2,1/2,1.9,1.0,462(+2),[西] 杉山晴紀,202210010109
4,7,7,マベルロンジュ,牝5,55.0,川又賢治,2:39.3,3/4,15.3,5.0,462(+2),[東] 水野貴広,202210010109
5,6,6,ウインザナドゥ,牡4,56.0,吉田隼人,2:39.4,1/2,3.4,2.0,472(+10),[西] 加用正,202210010109
6,8,10,シエラネバダ,セ7,57.0,西村淳也,2:39.8,2.1/2,37.9,8.0,508(+10),[西] 音無秀孝,202210010109
7,8,9,ギンノサジ,牝4,54.0,丹内祐次,2:39.8,クビ,39.0,9.0,472(+6),[東] 松永康利,202210010109
8,2,2,ウインローズブーケ,牝5,55.0,富田暁,2:40.0,3/4,18.9,6.0,448(+2),[西] 吉田直弘,202210010109
9,5,5,デスティノアーラ,牝4,54.0,鮫島克駿,2:40.2,1.1/4,11.7,4.0,418(0),[西] 池添学,202210010109
10,7,8,スズカワークシップ,牡7,57.0,古川吉洋,2:40.4,1.1/2,257.5,10.0,478(-6),[西] 橋田満,202210010109
1,6,6,ゴールドティア,牝5,55.0,鮫島克駿,1:46.4,,3.8,2.0,476(-2),[西] 池添学,202210010110
2,4,4,スマートアリエル,牝5,55.0,西村淳也,1:46.9,3,2.5,1.0,462(-8),[西] 辻野泰之,202210010110
3,8,9,ダイヤレイジング,牝6,55.0,小崎綾也,1:47.0,クビ,78.0,10.0,462(0),[西] 小崎憲,202210010110
4,7,7,チュウワフライヤー,牝6,55.0,荻野琢真,1:47.1,1/2,34.9,9.0,506(+2),[西] 大久保龍,202210010110
5,1,1,ファジェス,牝4,54.0,横山和生,1:47.4,1.3/4,4.5,3.0,490(+12),[西] 安田隆行,202210010110
6,2,2,ランスオブアース,牝4,54.0,古川吉洋,1:47.4,クビ,5.7,4.0,474(0),[西] 本田優,202210010110
7,5,5,フローラルドレス,牝5,55.0,富田暁,1:47.5,3/4,18.6,5.0,426(+2),[西] 森田直行,202210010110
8,7,8,フラル,牝6,55.0,藤岡康太,1:47.9,2.1/2,28.5,7.0,468(-8),[西] 北出成人,202210010110
9,8,10,トリッチトラッチ,牝5,55.0,丹内祐次,1:48.1,1,29.4,8.0,438(+4),[東] 伊藤圭三,202210010110
10,3,3,カイルアコナ,牝5,55.0,斎藤新,1:49.0,5,21.1,6.0,450(0),[西] 高橋義忠,202210010110
1,5,6,アリーヴォ,牡4,55.0,吉田隼人,1:46.2,,2.5,1.0,500(+8),[西] 杉山晴紀,202210010111
2,1,1,イルマタル,牝6,52.0,斎藤新,1:46.2,アタマ,20.4,8.0,470(-2),[西] 渡辺薫彦,202210010111
3,3,3,シルヴェリオ,牡5,55.0,鮫島克駿,1:46.4,1,8.6,6.0,514(+4),[西] 池添学,202210010111
4,8,12,ララクリスティーヌ,牝4,53.0,中井裕二,1:46.5,1/2,16.7,7.0,440(-10),[西] 斉藤崇史,202210010111
5,6,8,タガノディアーナ,牝4,53.0,横山和生,1:46.5,クビ,4.9,2.0,452(+6),[西] 長谷川浩,202210010111
6,2,2,タガノパッション,牝4,53.0,浜中俊,1:46.5,アタマ,7.8,4.0,472(+2),[西] 武幸四郎,202210010111
7,5,5,スパークル,牝4,53.0,藤岡佑介,1:46.6,クビ,8.3,5.0,474(-2),[西] 中内田充,202210010111
8,7,9,ドラグーンシチー,牡7,53.0,古川吉洋,1:46.6,クビ,207.8,12.0,508(-8),[西] 北出成人,202210010111
9,8,11,ワールドスケール,牡5,55.0,小崎綾也,1:46.7,クビ,38.8,9.0,474(-4),[西] 野中賢二,202210010111
10,4,4,フィオリキアリ,牝5,53.0,藤岡康太,1:46.8,1,7.3,3.0,446(+2),[西] 清水久詞,202210010111
11,6,7,フォワードアゲン,セ5,54.0,黛弘人,1:46.9,1/2,67.9,10.0,428(-2),[東] 中野栄治,202210010111
12,7,10,ディモールト,牡5,54.0,角田大和,1:47.1,1.1/4,189.7,11.0,498(-2),[西] 角田晃一,202210010111
1,8,16,キャプテンドレイク,牡5,57.0,藤岡康太,1:08.1,,8.1,4.0,486(0),[西] 今野貞一,202210010112
2,7,14,フロスティクォーツ,牡4,56.0,斎藤新,1:08.3,1.1/4,18.9,9.0,468(-4),[東] 斎藤誠,202210010112
3,6,12,アーモロート,牝5,52.0,小林凌大,1:08.4,3/4,16.0,7.0,500(-4),[西] 西園正都,202210010112
4,6,11,カレンヒメ,牝5,55.0,横山和生,1:08.5,クビ,5.8,3.0,430(-10),[西] 安田翔伍,202210010112
5,5,9,タツオウカケンラン,牝5,55.0,川又賢治,1:08.5,クビ,19.1,10.0,458(+4),[西] 鮫島一歩,202210010112
6,4,7,ショウナンガニアン,牡4,56.0,吉田隼人,1:08.5,ハナ,4.1,1.0,454(0),[西] 須貝尚介,202210010112
7,3,5,ジューンアクア,牝5,52.0,角田大和,1:08.5,アタマ,148.5,16.0,470(-4),[西] 飯田祐史,202210010112
8,5,10,マイトレジャーフジ,牡4,56.0,柴山雄一,1:08.6,クビ,11.3,5.0,464(+2),[西] 牧田和弥,202210010112
9,3,6,ナリタローゼ,牝4,54.0,富田暁,1:08.7,1/2,5.6,2.0,476(-2),[西] 高橋亮,202210010112
10,4,8,インワンシティング,牡4,56.0,鮫島克駿,1:08.7,ハナ,22.3,11.0,462(+10),[西] 浅見秀一,202210010112
11,1,1,アセンダント,牝6,55.0,丹内祐次,1:08.7,アタマ,14.2,6.0,468(+10),[東] 田島俊明,202210010112
12,8,18,エコロキング,牡4,53.0,松本大輝,1:08.7,クビ,51.1,15.0,444(+4),[西] 牧浦充徳,202210010112
13,8,17,フィルムスコア,牝4,54.0,藤懸貴志,1:08.8,1/2,18.5,8.0,448(+6),[西] 平田修,202210010112
14,2,3,ジュノエスク,牝4,52.0,小沢大仁,1:08.8,アタマ,50.6,14.0,464(+8),[西] 坂口智康,202210010112
15,2,4,サジェス,牡4,56.0,西村淳也,1:08.8,ハナ,46.4,13.0,446(-8),[西] 中尾秀正,202210010112
16,1,2,ウインドラブリーナ,牝5,54.0,秋山稔樹,1:09.0,1.1/4,27.7,12.0,418(-6),[西] 飯田雄三,202210010112
17,7,13,チャーチャンテン,牝4,54.0,黛弘人,1:09.1,1/2,351.5,18.0,408(+6),[東] 鈴木慎太,202210010112
18,7,15,パラティーノヒル,牝5,52.0,原優介,1:09.2,クビ,170.1,17.0,404(+2),[東] 南田美知,202210010112
1,4,4,グランブリッジ,牝3,52.0,小沢大仁,1:48.3,,12.7,3.0,434(+6),[西] 新谷功一,202210010201
2,2,2,スパークルアイズ,牝3,54.0,吉田隼人,1:49.0,4,2.7,2.0,482(-4),[西] 武幸四郎,202210010201
3,6,6,テイエムハニーダン,牝3,52.0,藤田菜七,1:49.9,5,34.2,7.0,506(+4),[西] 鈴木孝志,202210010201
4,1,1,テキサスフィズ,牝3,54.0,鮫島克駿,1:49.9,クビ,12.9,4.0,472(+14),[西] 西園正都,202210010201
5,5,5,カンタルーパ,牝3,54.0,横山和生,1:50.5,3.1/2,48.4,8.0,436(+2),[西] 安田隆行,202210010201
6,7,7,メイショウヒメゴゼ,牝3,54.0,古川吉洋,1:50.5,ハナ,1.7,1.0,482(+6),[西] 南井克巳,202210010201
7,3,3,ブランクペイジ,牝3,51.0,角田大和,1:50.6,3/4,19.7,5.0,418(0),[西] 角田晃一,202210010201
8,8,8,メロディーフェア,牝3,54.0,西村淳也,1:50.8,3/4,215.7,9.0,452(-6),[東] 新開幸一,202210010201
9,8,9,サルサロッサ,牝3,53.0,亀田温心,1:55.9,大,22.3,6.0,462(+10),[東] 高柳瑞樹,202210010201
1,5,10,ザウリ,牡3,56.0,西村淳也,1:08.7,,1.8,1.0,518(+6),[西] 森田直行,202210010202
2,6,12,トリップトゥムーン,牡3,56.0,菱田裕二,1:08.7,クビ,14.6,5.0,440(+6),[西] 新谷功一,202210010202
3,2,4,ゲンパチレオニダス,牡3,56.0,荻野極,1:08.8,クビ,6.9,2.0,476(+12),[西] 牧浦充徳,202210010202
4,6,11,ジャジャカバージョ,牝3,54.0,富田暁,1:08.9,3/4,111.8,14.0,464(-16),[西] 藤岡健一,202210010202
5,7,14,シナモンロール,牝3,54.0,菅原隆一,1:09.0,クビ,63.0,13.0,434(+2),[東] 小野次郎,202210010202
6,3,6,ラッキークローバー,牝3,52.0,藤田菜七,1:09.0,アタマ,8.3,3.0,436(-8),[東] 田村康仁,202210010202
7,1,2,フウゲツムヘン,牝3,51.0,角田大和,1:09.0,クビ,18.9,6.0,440(+2),[東] 新開幸一,202210010202
8,4,8,エムリエール,牡3,56.0,城戸義政,1:09.2,1,120.5,15.0,464(+22),[西] 大橋勇樹,202210010202
9,8,16,ダイメイミライ,牡3,56.0,黛弘人,1:09.5,2,10.7,4.0,470(+4),[東] 中野栄治,202210010202
10,8,17,リースタル,牝3,53.0,泉谷楓真,1:09.6,3/4,60.7,11.0,434(-4),[西] 森田直行,202210010202
11,4,7,グレンステラ,牝3,51.0,小林凌大,1:09.7,1/2,502.5,17.0,440(+6),[東] 岩戸孝樹,202210010202
12,8,18,ウェイバックホーム,牝3,54.0,中井裕二,1:09.8,アタマ,32.5,10.0,440(+4),[西] 浜田多実,202210010202
13,1,1,エピファニアペスカ,牝3,52.0,小沢大仁,1:09.9,1/2,19.0,7.0,472(+12),[西] 松永昌博,202210010202
14,3,5,トウカイエクラン,牝3,54.0,吉田隼人,1:10.0,3/4,23.0,8.0,454(0),[西] 茶木太樹,202210010202
15,7,15,レセダ,牝3,54.0,鮫島克駿,1:10.1,3/4,62.9,12.0,422(+6),[西] 高柳大輔,202210010202
16,5,9,ミスルーマー,牝3,51.0,松本大輝,1:10.2,1,279.0,16.0,412(-20),[西] 宮徹,202210010202
17,2,3,ハーディローズ,牝3,53.0,秋山稔樹,1:10.5,1.3/4,26.6,9.0,438(+8),[東] 岩戸孝樹,202210010202
18,7,13,ビッグローズ,牝3,51.0,原優介,1:10.6,クビ,779.5,18.0,438(0),[東] 尾形和幸,202210010202
1,8,12,ルーリング,牡4,56.0,鮫島克駿,0:59.7,,20.9,6.0,518(+12),[西] 浅見秀一,202210010203
2,8,13,パロットビーク,牝4,51.0,角田大和,0:59.8,3/4,4.5,2.0,454(-2),[西] 松永幹夫,202210010203
3,6,9,ムジック,牝4,54.0,長岡禎仁,0:59.9,1/2,2.0,1.0,486(-8),[西] 高橋亮,202210010203
4,6,8,プリティインピンク,牝4,51.0,原優介,1:00.0,1/2,21.9,7.0,424(+4),[東] 小手川準,202210010203
5,7,10,サウンドブライアン,牡4,53.0,松本大輝,1:00.1,3/4,37.1,9.0,472(+2),[西] 村山明,202210010203
6,4,4,モメチョッタ,牝6,55.0,城戸義政,1:00.4,1.3/4,79.6,12.0,466(+4),[東] 石毛善彦,202210010203
7,5,6,メイショウワダマ,牝5,55.0,吉田隼人,1:00.5,3/4,20.6,5.0,454(-8),[西] 浅見秀一,202210010203
8,5,7,メイショウカササギ,牝6,55.0,富田暁,1:00.6,3/4,11.0,4.0,482(-4),[西] 木原一良,202210010203
9,2,2,ヴィレーヌ,牝4,52.0,小沢大仁,1:00.7,アタマ,40.1,10.0,478(+2),[西] 小林真也,202210010203
10,3,3,エイリアス,セ5,57.0,津村明秀,1:00.8,1,62.9,11.0,482(+6),[西] 浅見秀一,202210010203
11,7,11,ライズンシャイン,牝4,54.0,菱田裕二,1:00.9,クビ,31.6,8.0,478(-21),[西] 岡田稲男,202210010203
12,4,5,ストレガ,牝5,55.0,黛弘人,1:01.0,1/2,85.2,13.0,458(-8),[東] 浅野洋一,202210010203
13,1,1,インゴットバード,牡4,55.0,泉谷楓真,1:01.3,2,5.3,3.0,500(+4),[西] 牧田和弥,202210010203
1,1,1,ヒルノアローザ,牡4,59.0,高田潤,3:11.5,,4.3,2.0,508(0),[西] 北出成人,202210010204
2,6,6,ネビーイーム,牡4,59.0,白浜雄造,3:11.8,1.3/4,4.8,4.0,518(-4),[西] 佐々木晶,202210010204
3,4,4,メリディアンローグ,牡5,60.0,五十嵐雄,3:12.1,2,4.4,3.0,490(+8),[東] 藤沢和雄,202210010204
4,3,3,ヴァンクールシルク,セ8,60.0,小野寺祐,3:12.5,2.1/2,18.3,6.0,576(0),[東] 黒岩陽一,202210010204
5,5,5,ホウオウアクセル,牡6,60.0,北沢伸也,3:12.6,3/4,5.8,5.0,458(+6),[西] 宮徹,202210010204
6,2,2,ミッキーメテオ,牡5,60.0,西谷誠,3:13.0,2.1/2,3.4,1.0,506(-2),[西] 中内田充,202210010204
7,7,8,ミコブラック,牝4,57.0,難波剛健,3:13.1,1/2,53.4,8.0,482(+6),[西] 浅見秀一,202210010204
8,6,7,バルンストック,セ5,60.0,伴啓太,3:13.4,2,96.6,10.0,486(0),[東] 天間昭一,202210010204
9,7,9,タガノペルマネンテ,牝5,58.0,黒岩悠,3:13.7,1.3/4,65.2,9.0,430(-18),[西] 平田修,202210010204
10,8,10,クリノラピッド,牝4,57.0,蓑島靖典,3:15.4,10,144.1,11.0,454(0),[東] 伊藤伸一,202210010204
中,8,11,ウエスタンアミーゴ,牝4,57.0,植野貴也,,,51.5,7.0,410(+8),[東] 深山雅史,202210010204
1,7,14,ゼットレヨン,牡3,56.0,酒井学,1:09.3,,32.7,10.0,472(0),[西] 吉田直弘,202210010205
