着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_id
1,8,11,グランキングオー,牡3,55.0,永島まな,1:46.1,,2.1,1.0,452(-10),[西] 高橋康之,202510010101
2,7,9,マンオブザマッチ,牡3,57.0,津村明秀,1:46.7,3.1/2,80.7,12.0,486(+2),[西] 高橋義忠,202510010101
3,2,2,クロノスバレット,牡3,57.0,岩田望来,1:47.6,5,23.9,6.0,498(0),[西] 吉村圭司,202510010101
4,6,7,ダシータピット,牡3,54.0,柴田裕一,1:48.0,2.1/2,29.3,9.0,462(+4),[西] 中竹和也,202510010101
5,8,12,ガジュノリホワイト,牡3,57.0,丹内祐次,1:48.1,クビ,2.7,2.0,454(0),[東] 尾形和幸,202510010101
6,1,1,ヤスケ,牡3,57.0,北村友一,1:48.2,3/4,28.6,8.0,510(0),[東] 中舘英二,202510010101
7,6,8,チュラビックタイム,牡3,57.0,斎藤新,1:48.5,2,32.6,10.0,484(+8),[東] 斎藤誠,202510010101
8,5,6,レッドヴァリアート,牡3,57.0,池添謙一,1:49.0,3,24.3,7.0,442(+2),[西] 大久保龍,202510010101
9,4,4,オドラニャソンソン,牡3,56.0,田口貫太,1:49.3,2,18.1,4.0,454(-6),[西] 音無秀孝,202510010101
10,5,5,ナムラフィクサー,牡3,57.0,横山武史,1:50.4,7,19.3,5.0,442(+4),[西] 鈴木孝志,202510010101
11,3,3,エイヘンハールト,牡3,57.0,鮫島克駿,1:51.5,7,9.0,3.0,466(0),[西] 高野友和,202510010101
12,7,10,グランスターオー,牡3,54.0,川端海翼,1:51.7,3/4,76.5,11.0,474(-8),[西] 新谷功一,202510010101
1,3,6,オンザブルースカイ,牡3,57.0,丹内祐次,1:08.7,,11.3,4.0,460(-4),[西] 谷潔,202510010102
2,2,3,アンダースコア,牡3,57.0,加藤祥太,1:09.0,2,11.6,5.0,448(-4),[西] 庄野靖志,202510010102
3,1,1,レディエンス,牝3,54.0,田口貫太,1:09.0,クビ,46.3,8.0,442(-2),[西] 藤野健太,202510010102
4,7,13,ビーム,牡3,57.0,岩田望来,1:09.2,3/4,7.0,3.0,486(-4),[西] 上村洋行,202510010102
5,8,16,エクレア,牝3,55.0,川田将雅,1:09.2,アタマ,1.8,1.0,456(-2),[西] 鮫島一歩,202510010102
6,4,7,キタノチャンス,牝3,53.0,小林脩斗,1:09.3,3/4,300.4,17.0,454(-2),[東] 石栗龍彦,202510010102
7,5,10,トーアローダンテ,牝3,52.0,古川奈穂,1:09.5,3/4,159.8,15.0,442(+4),[西] 羽月友彦,202510010102
8,5,9,ヘンリエッタ,牝3,55.0,荻野極,1:09.5,クビ,71.4,10.0,460(0),[西] 武幸四郎,202510010102
9,6,11,リーサイェイ,牡3,57.0,佐々木大,1:09.5,クビ,35.9,7.0,458(-8),[東] 池上昌和,202510010102
10,3,5,リケアエスプレッソ,牡3,57.0,横山武史,1:09.6,クビ,61.1,9.0,450(0),[東] 小野次郎,202510010102
11,4,8,ケイマノキコウシ,牡3,57.0,杉原誠人,1:09.6,アタマ,101.4,13.0,522(+6),[東] 栗田徹,202510010102
