着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_id
4,2,3,タイキヴァンクール,牡4,58.0,幸英明,1:20.6,1.3/4,4.0,1.0,516(+6),[西] 中尾秀正,202509010112
5,2,2,アンビバレント,牡5,58.0,松若風馬,1:20.7,クビ,53.7,11.0,476(+4),[西] 藤野健太,202509010112
6,1,1,オバケノキンタ,牡5,58.0,角田大和,1:20.7,クビ,204.5,15.0,482(+6),[西] 大根田裕,202509010112
7,6,11,ベルウッドブラボー,牡6,57.0,田口貫太,1:20.8,3/4,154.4,13.0,460(-10),[東] 和田雄二,202509010112
8,4,6,エコロマーズ,牡4,58.0,Ｍ．デム,1:20.9,クビ,6.5,3.0,496(0),[西] 牧浦充徳,202509010112
9,6,10,アロマデローサ,牝5,56.0,西村淳也,1:21.0,1/2,12.4,7.0,466(+4),[西] 池添学,202509010112
10,7,12,ゴールドサーベル,牡4,58.0,和田竜二,1:21.0,ハナ,108.7,12.0,470(+2),[西] 大久保龍,202509010112
11,8,15,メイショウミリオレ,牝4,55.0,高杉吏麒,1:21.3,1.3/4,27.9,8.0,482(-2),[西] 藤岡健一,202509010112
12,7,13,ダズリングブレイヴ,セ5,58.0,団野大成,1:21.3,ハナ,6.8,5.0,486(-4),[西] 斉藤崇史,202509010112
13,5,8,モデルハント,牝4,53.0,今村聖奈,1:21.7,2.1/2,187.7,14.0,444(-14),[東] 武藤善則,202509010112
14,5,9,ビーナスローズ,牝6,54.0,吉村誠之,1:22.0,2,28.6,9.0,450(+12),[西] 杉山佳明,202509010112
15,8,14,ハワイアンタイム,セ5,58.0,横山和生,1:22.1,3/4,41.8,10.0,488(+2),[西] 昆貢,202509010112
1,4,4,ディープサミット,牡3,57.0,岩田康誠,1:57.3,,3.3,3.0,498(-4),[西] 四位洋文,202509010201
2,7,9,ドウジギリ,牡3,57.0,坂井瑠星,1:57.3,クビ,2.4,1.0,472(0),[西] 西園正都,202509010201
3,6,7,チャチャピンク,牡3,57.0,幸英明,1:57.3,クビ,27.0,6.0,460(+2),[西] 北出成人,202509010201
4,8,11,マーウォルス,牡3,57.0,松山弘平,1:57.5,3/4,3.2,2.0,470(-12),[西] 茶木太樹,202509010201
5,5,5,イモルテル,セ3,55.0,吉村誠之,1:58.1,3.1/2,76.3,9.0,504(-2),[西] 清水久詞,202509010201
6,2,2,クレスコドルフィン,牡3,57.0,角田大和,1:58.1,ハナ,34.4,7.0,528(0),[西] 長谷川浩,202509010201
7,1,1,ジーティートゥルー,牡3,57.0,岩田望来,1:58.1,ハナ,24.4,5.0,446(-2),[東] 田島俊明,202509010201
8,3,3,トーアグッドラック,牡3,54.0,橋木太希,1:58.8,4,308.0,12.0,470(-2),[西] 村山明,202509010201
9,8,12,エイシンアニーモ,牡3,55.0,永島まな,1:58.9,クビ,13.2,4.0,490(+4),[西] 高橋康之,202509010201
10,5,6,テイエムジェネラル,牡3,57.0,富田暁,1:59.7,5,221.7,11.0,508(+4),[西] 木原一良,202509010201
11,6,8,ダンツトラバース,牡3,57.0,太宰啓介,1:59.8,クビ,34.6,8.0,482(+2),[西] 本田優,202509010201
12,7,10,フーダオラ,牡3,57.0,和田竜二,2:00.3,3,102.0,10.0,458(0),[西] 吉村圭司,202509010201
1,1,2,ライツユーアップ,牝3,55.0,角田大和,1:26.5,,11.1,4.0,434(-8),[西] 角田晃一,202509010202
2,4,8,ラファル,牡3,57.0,武豊,1:26.5,アタマ,3.2,2.0,506(+2),[西] 田中克典,202509010202
3,5,10,アンノドミニ,牡3,54.0,田山旺佑,1:27.2,4,335.0,14.0,446(+4),[西] 佐々木晶,202509010202
4,4,7,アラック,セ3,57.0,松若風馬,1:27.2,アタマ,138.6,11.0,444(-4),[西] 小椋研介,202509010202
5,2,3,リメンバーヒム,牡3,56.0,高杉吏麒,1:27.4,3/4,13.3,5.0,454(+6),[西] 浜田多実,202509010202
6,1,1,アースノイド,牡3,55.0,吉村誠之,1:27.4,クビ,67.3,9.0,464(0),[西] 杉山佳明,202509010202
7,6,11,エンジョイドライブ,牡3,57.0,古川吉洋,1:27.6,3/4,14.4,6.0,476(-6),[西] 鮫島一歩,202509010202
8,8,16,ポッドデューク,牡3,57.0,池添謙一,1:27.8,1,3.8,3.0,488(+4),[西] 辻野泰之,202509010202
9,6,12,カフジアッサム,牡3,57.0,酒井学,1:28.1,1.3/4,301.1,12.0,482(0),[西] 木原一良,202509010202
10,7,13,メイショウタビズキ,牡3,57.0,岩田望来,1:28.2,1,37.0,8.0,456(+2),[西] 笹田和秀,202509010202
11,2,4,サラサハウナイス,牡3,57.0,菱田裕二,1:28.3,クビ,117.8,10.0,486(-4),[西] 岡田稲男,202509010202
12,3,5,ナムラクレープ,牝3,52.0,和田陽希,1:28.9,4,391.7,15.0,464(+2),[西] 大橋勇樹,202509010202
13,3,6,ロードジェネシス,牡3,57.0,西村淳也,1:29.2,1.3/4,19.5,7.0,484(0),[西] 奥村豊,202509010202
14,5,9,セカンドフラッシュ,牝3,55.0,富田暁,1:30.7,9,326.3,13.0,460(0),[西] 木原一良,202509010202
15,8,15,サルファー,牡3,57.0,坂井瑠星,1:31.5,5,3.0,1.0,536(+2),[西] 西園翔太,202509010202
16,7,14,ジューンシェイド,牝3,54.0,田口貫太,1:34.0,大,398.7,16.0,442(+4),[西] 大橋勇樹,202509010202
1,6,7,シャルクハフト,牡3,57.0,坂井瑠星,2:09.5,,1.9,1.0,486(-8),[西] 清水久詞,202509010203
2,8,12,サトノセーブル,牡3,57.0,松山弘平,2:09.6,1,4.9,2.0,494(-6),[西] 橋口慎介,202509010203
3,8,11,グレイルクエスト,牡3,57.0,西村淳也,2:10.1,3,5.1,3.0,484(+4),[西] 小栗実,202509010203
4,4,4,ファルコンバローズ,セ3,57.0,中井裕二,2:10.2,3/4,12.1,5.0,522(-4),[西] 辻野泰之,202509010203
5,1,1,ジャスティンロング,牡3,57.0,岩田康誠,2:10.6,2,23.5,6.0,520(0),[西] 吉岡辰弥,202509010203
6,2,2,テーオーウィルソン,牡3,57.0,古川吉洋,2:11.1,3,96.8,9.0,524(-10),[西] 宮徹,202509010203
7,7,9,スピントロニクス,牡3,57.0,幸英明,2:11.6,3,8.0,4.0,516(-2),[西] 池江泰寿,202509010203
8,3,3,フェスティーヴォ,牡3,54.0,橋木太希,2:11.8,1.1/4,409.8,12.0,466(-2),[西] 中竹和也,202509010203
9,5,5,フクキタテーラー,牝3,55.0,菱田裕二,2:11.9,クビ,27.8,7.0,434(0),[西] 河内洋,202509010203
10,7,10,ミラクルボーン,牡3,57.0,富田暁,2:12.2,1.3/4,102.4,10.0,552(-2),[西] 石坂公一,202509010203
11,5,6,ロワゾブルーチヌ,牡3,57.0,水口優也,2:12.3,1/2,165.5,11.0,492(-6),[西] 中尾秀正,202509010203
