着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_id
4,3,4,ロルバーンスカイ,牡3,56.0,勝浦正樹,1:47.3,1.1/4,2.5,1.0,444(+6),[東] 新開幸一,202202010106
5,6,9,シャンダス,牡3,56.0,丹内祐次,1:47.4,3/4,196.3,14.0,462(-4),[東] 杉浦宏昭,202202010106
6,5,8,インブリウム,牡3,55.0,秋山稔樹,1:47.6,3/4,21.5,7.0,446(0),[東] 鹿戸雄一,202202010106
7,3,3,テイエムビシャモン,牡3,56.0,古川吉洋,1:47.7,3/4,7.4,4.0,496(+8),[西] 木原一良,202202010106
8,8,13,ハヤブサウィッシュ,牡3,56.0,川又賢治,1:47.8,クビ,8.0,5.0,456(-6),[西] 吉村圭司,202202010106
9,8,14,スリードゥラメンテ,牡3,55.0,泉谷楓真,1:47.9,1/2,43.2,9.0,460(-4),[西] 南井克巳,202202010106
10,4,6,マーゴットワーズ,牡3,56.0,荻野琢真,1:48.7,5,81.4,12.0,466(+6),[西] 小林真也,202202010106
11,1,1,ヴィオレントアズル,牡3,56.0,黛弘人,1:48.9,1.1/2,137.2,13.0,412(+2),[東] 加藤和宏,202202010106
12,7,11,ノアラヴィータ,牡3,56.0,西村淳也,1:50.3,8,17.1,6.0,514(+2),[西] 牧浦充徳,202202010106
13,6,10,タマモケンタウルス,牡3,53.0,横山琉人,1:51.6,8,49.4,11.0,466(-14),[東] 水野貴広,202202010106
14,4,5,モロキニムーン,牡3,56.0,武豊,1:55.0,大,6.1,3.0,504(0),[西] 須貝尚介,202202010106
1,6,9,スワヤンブナート,セ3,54.0,武豊,2:01.0,,2.4,1.0,500(0),[西] 須貝尚介,202202010107
2,2,2,ルーパステソーロ,牡4,57.0,浜中俊,2:01.1,3/4,5.5,2.0,542(+4),[東] 加藤士津,202202010107
3,7,12,フィレンツェ,牡3,54.0,横山和生,2:01.4,2,9.2,5.0,446(-4),[東] 加藤士津,202202010107
4,3,4,マイネルデステリョ,牡5,57.0,丹内祐次,2:01.4,アタマ,12.0,7.0,454(-2),[東] 畠山吉宏,202202010107
5,3,3,デルマアシュラ,牡4,54.0,鷲頭虎太,2:01.5,1/2,8.7,4.0,420(-10),[西] 友道康夫,202202010107
6,6,10,クロスザルビコン,牡5,57.0,吉田隼人,2:01.6,クビ,7.2,3.0,452(0),[東] 大和田成,202202010107
7,4,5,ブルーゲート,牝3,49.0,小林脩斗,2:01.6,クビ,9.9,6.0,424(-8),[東] 武井亮,202202010107
8,7,11,キャニオニング,牝4,52.0,横山琉人,2:01.6,アタマ,92.6,12.0,446(+16),[東] 村田一誠,202202010107
9,8,13,セツメンノトビウオ,牡5,57.0,斎藤新,2:01.7,クビ,202.1,14.0,476(+12),[西] 牧田和弥,202202010107
10,1,1,ゾロ,牡6,57.0,西村淳也,2:01.9,1.1/4,81.2,10.0,478(+6),[東] 小手川準,202202010107
11,4,6,タケルジャック,牡4,55.0,山田敬士,2:02.2,2,93.1,13.0,476(+4),[東] 小桧山悟,202202010107
12,5,8,ウインアステロイド,牡5,54.0,小林凌大,2:02.3,クビ,26.0,8.0,464(-6),[東] 和田正一,202202010107
13,5,7,ナムラドン,牡5,54.0,大久保友,2:02.4,3/4,38.0,9.0,498(+8),[西] 清水久詞,202202010107
14,8,14,ザレストノーウェア,牡4,57.0,勝浦正樹,2:02.5,1,84.3,11.0,460(+4),[東] 新開幸一,202202010107
1,4,4,チェイスザドリーム,牝3,49.0,古川奈穂,0:58.2,,4.7,3.0,474(+6),[西] 矢作芳人,202202010108
2,6,8,カルネアサーダ,牝3,52.0,鮫島克駿,0:58.6,2.1/2,1.9,1.0,454(-2),[西] 加用正,202202010108
3,7,9,ポメラート,牝3,49.0,横山琉人,0:59.0,2.1/2,14.1,4.0,482(+4),[西] 茶木太樹,202202010108
4,2,2,マキアージュ,牝3,52.0,丹内祐次,0:59.4,2.1/2,18.6,6.0,458(+12),[東] 菊川正達,202202010108
5,3,3,スンヌンタイ,牝3,52.0,横山武史,0:59.6,1.1/4,4.4,2.0,494(+2),[東] 岩戸孝樹,202202010108
6,6,7,ミツカネプルート,牝3,51.0,秋山稔樹,0:59.9,1.3/4,69.1,10.0,436(0),[東] 清水英克,202202010108
7,5,6,ベルマーレミノル,牝3,52.0,丸山元気,0:59.9,クビ,83.4,11.0,490(+8),[西] 本田優,202202010108
7,8,11,ドナテッラ,牝4,55.0,菱田裕二,0:59.9,同着,45.6,8.0,472(0),[東] 加藤征弘,202202010108
9,5,5,エコロマリン,牝4,55.0,菊沢一樹,1:00.7,5,106.9,12.0,456(-15),[東] 菊沢隆徳,202202010108
10,7,10,クリオズナ,牝4,55.0,池添謙一,1:01.0,1.1/2,56.3,9.0,450(+10),[西] 浜田多実,202202010108
11,8,12,カグラマツリウタ,牝3,50.0,角田大和,1:01.1,1/2,17.7,5.0,466(+10),[西] 角田晃一,202202010108
12,1,1,モモサン,牝3,49.0,小林凌大,1:01.4,1.3/4,31.5,7.0,492(0),[東] 伊藤圭三,202202010108
1,3,3,シェルビーズアイ,牡3,53.0,松田大作,2:39.9,,3.3,2.0,470(+2),[西] 武英智,202202010109
2,7,10,マケルナマサムネ,牡4,57.0,川又賢治,2:40.0,クビ,11.6,5.0,468(-6),[西] 杉山佳明,202202010109
3,8,11,ブラックボイス,牡3,53.0,横山和生,2:40.0,アタマ,2.8,1.0,504(-4),[東] 宮田敬介,202202010109
4,5,6,タイラーテソーロ,牡3,53.0,鮫島克駿,2:40.2,1.1/4,11.4,4.0,472(-2),[東] 栗田徹,202202010109
5,7,9,タイミングハート,牡5,57.0,武豊,2:40.4,1.1/2,5.5,3.0,454(-2),[西] 武幸四郎,202202010109
6,5,5,デルマラッキーガイ,牡5,57.0,西村淳也,2:40.4,クビ,26.4,10.0,480(-4),[東] 小手川準,202202010109
7,6,8,ウインヴァカンス,牝4,55.0,丹内祐次,2:40.6,1,18.4,7.0,464(+2),[西] 寺島良,202202010109
8,1,1,ミッキーセレスタ,牡4,57.0,吉田隼人,2:40.9,1.3/4,14.9,6.0,520(-12),[東] 国枝栄,202202010109
9,2,2,トラウンシュタイン,牡4,57.0,岩田康誠,2:41.0,1,26.4,9.0,458(+4),[西] 奥村豊,202202010109
10,6,7,ウインローズブーケ,牝5,55.0,和田竜二,2:41.1,クビ,25.2,8.0,454(0),[西] 吉田直弘,202202010109
11,4,4,ランドリュウオー,牡6,57.0,菱田裕二,2:43.5,大,132.6,11.0,456(+4),[西] 安達昭夫,202202010109
取,8,12,サンデイビス,牡4,57.0,丸山元気,,,---,,計不,[東] 村田一誠,202202010109
1,1,2,メモリーレゾン,牝3,51.0,古川吉洋,1:47.0,,3.8,1.0,450(+10),[西] 長谷川浩,202202010110
2,4,8,ブラックデビル,セ7,53.0,丹内祐次,1:47.2,1.1/4,127.4,15.0,466(-6),[東] 中野栄治,202202010110
3,4,7,カフジアスール,牡4,56.0,角田大和,1:47.2,クビ,5.7,3.0,474(-2),[西] 中竹和也,202202010110
4,7,13,ポールトゥウィン,牡5,54.0,浜中俊,1:47.3,1/2,23.4,7.0,514(-4),[西] 田中克典,202202010110
5,5,9,リーブルミノル,牡4,54.0,武豊,1:47.4,クビ,29.7,9.0,482(-4),[西] 本田優,202202010110
6,8,15,プレトリア,セ7,55.0,秋山稔樹,1:47.4,アタマ,73.4,13.0,470(-2),[東] 中川公成,202202010110
7,2,3,ルヴェルソー,牝5,53.0,和田竜二,1:47.4,アタマ,45.0,11.0,456(-2),[東] 田中博康,202202010110
8,3,6,ペドラフォルカ,牝4,52.0,横山武史,1:47.4,クビ,11.1,5.0,462(+4),[西] 上村洋行,202202010110
9,8,16,ジャミールフエルテ,セ6,53.0,松田大作,1:47.4,ハナ,164.4,16.0,452(-10),[西] 大久保龍,202202010110
10,6,12,ヴェルザスカ,牝5,52.0,斎藤新,1:47.7,1.3/4,25.5,8.0,444(-6),[西] 今野貞一,202202010110
11,2,4,アオイゴールド,牝4,54.0,黛弘人,1:47.9,1.1/4,3.9,2.0,472(-2),[東] 和田雄二,202202010110
12,1,1,ルーツドール,牝5,52.0,藤岡佑介,1:48.0,1/2,6.5,4.0,530(-8),[西] 藤岡健一,202202010110
13,6,11,グレースオブナイル,牝5,52.0,菱田裕二,1:48.1,クビ,31.1,10.0,446(-4),[東] 小笠倫弘,202202010110
14,5,10,アラモードバイオ,牡4,55.0,鮫島克駿,1:48.4,2,11.5,6.0,520(+4),[西] 新谷功一,202202010110
15,7,14,イルヴェントデーア,牝6,51.0,丸山元気,1:48.5,クビ,94.2,14.0,478(+12),[東] 金成貴史,202202010110
16,3,5,ラヴィンジャー,牝6,53.0,西村淳也,1:49.1,3.1/2,46.4,12.0,444(+10),[東] 小島茂之,202202010110
1,4,5,オタルエバー,牡3,54.0,横山武史,1:08.0,,2.3,1.0,480(0),[西] 中竹和也,202202010111
2,3,3,モンファボリ,牝4,55.0,武豊,1:08.3,1.1/2,5.7,3.0,454(+10),[西] 須貝尚介,202202010111
3,6,10,グラウクス,セ6,57.0,秋山稔樹,1:08.4,1,116.0,13.0,500(+6),[西] 西園正都,202202010111
4,1,1,アスクキングコング,セ4,57.0,浜中俊,1:08.6,1.1/4,9.9,4.0,442(+2),[西] 梅田智之,202202010111
5,3,4,メイショウハボタン,牝4,55.0,泉谷楓真,1:08.6,ハナ,11.1,5.0,464(-6),[西] 南井克巳,202202010111
6,5,7,カバーガール,牝4,55.0,横山和生,1:08.7,クビ,62.8,11.0,476(0),[西] 清水久詞,202202010111
7,5,8,ブロンズレッド,牡4,57.0,西村淳也,1:08.7,クビ,39.2,9.0,522(+2),[西] 牧浦充徳,202202010111
8,6,9,デルマカンノン,牝4,55.0,岩田康誠,1:08.7,ハナ,15.7,6.0,450(+2),[西] 五十嵐忠,202202010111
9,7,12,サニーオーシャン,牡4,57.0,鮫島克駿,1:08.7,アタマ,141.4,14.0,462(0),[東] 中野栄治,202202010111
10,4,6,リトス,牝3,52.0,吉田隼人,1:08.8,クビ,4.5,2.0,406(-4),[東] 高橋裕,202202010111
11,8,14,タピオカ,牝5,55.0,丹内祐次,1:09.0,1.1/2,19.4,7.0,524(+6),[東] 牧光二,202202010111
12,7,11,アセンダント,牝6,55.0,和田竜二,1:09.1,クビ,47.1,10.0,466(-4),[東] 田島俊明,202202010111
13,2,2,イルヴェントドーロ,牝6,55.0,池添謙一,1:09.4,1.3/4,34.2,8.0,460(+6),[西] 池添学,202202010111
14,8,13,エーアイダンサー,牝4,55.0,丸山元気,1:10.0,3.1/2,111.3,12.0,432(+2),[東] 畠山吉宏,202202010111
1,3,3,コパノニコルソン,牡3,53.0,泉谷楓真,1:46.4,,2.0,1.0,504(-4),[西] 宮徹,202202010112
2,5,7,リアルシング,牡5,57.0,池添謙一,1:46.7,1.1/2,25.7,8.0,548(+2),[西] 池添兼雄,202202010112
3,4,5,カラフルキューブ,牝3,52.0,藤岡佑介,1:46.9,1.1/4,8.5,3.0,466(+8),[西] 高野友和,202202010112
4,5,8,ロードヴァレンチ,セ3,54.0,松田大作,1:46.9,ハナ,8.8,4.0,468(+2),[東] 中舘英二,202202010112
5,4,6,ダノンマジック,牡3,54.0,菱田裕二,1:47.2,2,24.2,7.0,442(0),[東] 田中博康,202202010112
6,2,2,ハイアーグレード,牝5,55.0,荻野琢真,1:47.3,3/4,95.7,11.0,464(+14),[西] 今野貞一,202202010112
7,3,4,マダムシュシュ,牝4,55.0,鮫島克駿,1:47.4,クビ,49.5,9.0,474(+2),[東] 田村康仁,202202010112
8,6,10,ディーエスボンバー,牡4,57.0,古川吉洋,1:47.4,ハナ,19.4,6.0,488(-4),[西] 岡田稲男,202202010112
9,8,13,ウインホノカ,牝6,54.0,秋山稔樹,1:47.7,1.3/4,197.0,13.0,418(-2),[東] 本間忍,202202010112
10,6,9,オーホンブリック,牡4,55.0,角田大和,1:47.8,3/4,147.7,12.0,504(-2),[西] 吉村圭司,202202010112
11,7,12,デライトアゲン,牡3,54.0,丹内祐次,1:48.1,1.3/4,12.8,5.0,484(+4),[東] 岩戸孝樹,202202010112
12,8,14,マンオブカレッジ,セ4,57.0,横山和生,1:48.3,3/4,3.8,2.0,526(+2),[西] 松永幹夫,202202010112
13,1,1,タマモモンレーブ,牡3,54.0,吉田隼人,1:48.4,1/2,56.8,10.0,500(+6),[西] 大橋勇樹,202202010112
14,7,11,インテグラルシチー,牡4,57.0,斎藤新,1:48.5,3/4,205.9,14.0,522(+2),[西] 牧田和弥,202202010112
1,1,2,メルヴィル,牝3,54.0,武豊,1:08.8,,2.0,1.0,428(-2),[西] 音無秀孝,202202010201
2,1,1,キューランブラー,牝3,54.0,斎藤新,1:09.3,3,117.1,12.0,444(+26),[西] 牧田和弥,202202010201
3,8,15,マヒナライズ,牝3,54.0,藤岡佑介,1:09.3,ハナ,2.6,2.0,414(-2),[西] 藤岡健一,202202010201
4,6,11,レッドベスティア,牡3,56.0,横山和生,1:09.4,3/4,18.0,5.0,436(+6),[西] 昆貢,202202010201
5,2,3,ミッキージェンヌ,牝3,54.0,菊沢一樹,1:09.4,アタマ,47.1,7.0,436(0),[東] 菊沢隆徳,202202010201
6,4,8,シンゼンコイチャン,牝3,54.0,池添謙一,1:09.4,ハナ,12.7,4.0,458(+6),[西] 飯田祐史,202202010201
7,7,13,シウン,牝3,54.0,松田大作,1:09.6,1,68.5,10.0,456(+10),[西] 須貝尚介,202202010201
8,3,5,テンコウバヒ,牡3,56.0,横山武史,1:09.7,1/2,9.1,3.0,446(-6),[東] 矢野英一,202202010201
9,2,4,グンター,牡3,53.0,大久保友,1:09.9,1.1/4,64.9,9.0,466(-4),[西] 池添兼雄,202202010201
10,7,14,シゲルボス,セ3,53.0,横山琉人,1:09.9,ハナ,222.3,15.0,474(+10),[東] 小島茂之,202202010201
11,5,10,メロンチャン,牝3,54.0,黛弘人,1:09.9,ハナ,59.7,8.0,466(0),[東] 大和田成,202202010201
12,8,16,デルマゴモリー,牝3,51.0,小林脩斗,1:09.9,クビ,117.9,13.0,414(-4),[東] 天間昭一,202202010201
13,5,9,イデアファイブ,牝3,54.0,川又賢治,1:10.2,1.3/4,161.0,14.0,410(-12),[東] 本間忍,202202010201
14,4,7,ヘクトゴン,牡3,56.0,古川吉洋,1:10.5,1.3/4,111.4,11.0,420(+4),[西] 木原一良,202202010201
15,6,12,ナザレ,牝3,53.0,秋山稔樹,1:10.6,クビ,24.4,6.0,448(0),[東] 武井亮,202202010201
16,3,6,ハクサンディーバ,牝3,51.0,小林凌大,1:11.7,7,347.0,16.0,440(0),[東] 土田稔,202202010201
1,3,4,アレマーナ,牝3,54.0,鮫島克駿,1:47.3,,6.0,3.0,470(+2),[西] 松下武士,202202010202
2,8,14,ミルトイグニス,牡3,56.0,斎藤新,1:47.6,2,12.8,5.0,500(-2),[東] 武市康男,202202010202
3,2,2,パフオブウインド,牡3,54.0,山田敬士,1:47.7,3/4,13.8,6.0,474(+2),[東] 小桧山悟,202202010202
4,1,1,ホウオウベリテ,牡3,56.0,横山和生,1:48.2,3,2.6,1.0,454(+4),[東] 高木登,202202010202
5,5,8,フジシュウセツ,牡3,56.0,丹内祐次,1:48.5,1.3/4,64.8,10.0,514(-8),[東] 岩戸孝樹,202202010202
6,6,10,ダンスデミルリトン,牡3,53.0,横山琉人,1:48.7,3/4,200.7,13.0,454(+1),[西] 鈴木孝志,202202010202
7,4,5,フランベルジュ,牡3,56.0,武豊,1:48.7,ハナ,6.0,4.0,502(-4),[東] 大竹正博,202202010202
8,3,3,スイートザーズ,牝3,54.0,勝浦正樹,1:48.8,3/4,95.9,12.0,432(+10),[東] 石毛善彦,202202010202
9,8,13,フジフォンテ,牡3,56.0,松田大作,1:48.8,クビ,18.7,7.0,452(-2),[東] 尾形和幸,202202010202
10,7,12,テンクウノツバサ,牡3,56.0,和田竜二,1:49.2,2,4.3,2.0,482(-2),[東] 中舘英二,202202010202
11,4,6,モーゲン,牡3,56.0,吉田隼人,1:50.5,8,74.7,11.0,446(-4),[西] 浜田多実,202202010202
12,6,9,カネトシマティーニ,牡3,56.0,川島信二,1:51.1,3.1/2,396.6,14.0,426(-4),[西] 畑端省吾,202202010202
13,7,11,ジャスティンパワー,牡3,56.0,横山武史,1:52.6,9,23.5,8.0,460(+6),[東] 伊藤圭三,202202010202
14,5,7,アルファロッソ,牝3,50.0,古川奈穂,1:54.3,10,50.9,9.0,444(+12),[西] 矢作芳人,202202010202
1,3,3,エバニスタ,牡3,54.0,角田大和,0:59.2,,2.5,2.0,484(+2),[西] 角田晃一,202202010203
2,2,2,キリシマタウン,牡3,53.0,小林脩斗,0:59.5,1.3/4,6.1,3.0,440(0),[東] 天間昭一,202202010203
3,1,1,オクシデンタル,牡3,56.0,和田竜二,0:59.9,2.1/2,7.4,4.0,522(-4),[東] 加藤征弘,202202010203
4,7,8,フェアリーランド,牝3,54.0,黛弘人,1:00.2,1.3/4,77.4,9.0,446(0),[東] 加藤和宏,202202010203
5,8,10,バオバブスピリット,牝3,54.0,斎藤新,1:00.3,クビ,2.4,1.0,440(+10),[東] 斎藤誠,202202010203
6,5,5,チョロヤマ,牡3,56.0,菱田裕二,1:00.4,クビ,43.6,7.0,426(-5),[東] 小手川準,202202010203
7,7,7,テイエムシチーボー,牝3,54.0,菊沢一樹,1:00.4,アタマ,95.0,10.0,452(-10),[東] 石栗龍彦,202202010203
8,8,9,タイコネン,牝3,51.0,横山琉人,1:00.8,2.1/2,43.3,6.0,448(-8),[東] 水野貴広,202202010203
9,6,6,ノットクラッシュ,牝3,54.0,丸山元気,1:00.8,クビ,63.5,8.0,472(0),[東] 土田稔,202202010203
10,4,4,アフォガート,牡3,55.0,秋山稔樹,1:00.9,1/2,14.4,5.0,474(+8),[東] 浅野洋一,202202010203
1,2,3,ゴルトシュミーデ,牝3,54.0,西村淳也,2:01.0,,3.3,2.0,430(0),[西] 村山明,202202010204
2,8,14,ヴァンデスト,牝3,54.0,丹内祐次,2:01.1,3/4,21.4,7.0,392(+2),[東] 松山将樹,202202010204
3,4,6,ムガ,牝3,54.0,古川吉洋,2:01.2,3/4,20.6,6.0,450(-2),[西] 大根田裕,202202010204
4,7,13,ベッラアルバ,牝3,54.0,鮫島克駿,2:01.3,クビ,2.3,1.0,454(-2),[西] 中竹和也,202202010204
5,8,15,ジェンヌ,牝3,54.0,吉田隼人,2:01.3,クビ,14.4,4.0,420(+4),[西] 安達昭夫,202202010204
6,1,1,ビューティフルラブ,牝3,53.0,秋山稔樹,2:01.4,3/4,16.0,5.0,428(+2),[西] 高橋義忠,202202010204
7,5,8,ユイ,牝3,54.0,斎藤新,2:01.5,1/2,68.1,10.0,444(+4),[西] 高橋康之,202202010204
8,3,4,ホヲユイットウ,牝3,54.0,菱田裕二,2:01.5,アタマ,96.2,11.0,418(+10),[東] 和田勇介,202202010204
9,6,10,ライチトゥーム,牝3,54.0,勝浦正樹,2:01.9,2,294.9,14.0,412(+4),[東] 伊坂重信,202202010204
10,4,7,スズカマース,牝3,54.0,浜中俊,2:02.4,3,42.0,9.0,470(0),[西] 橋田満,202202010204
11,5,9,フロックス,牝3,54.0,菊沢一樹,2:02.8,2.1/2,22.4,8.0,466(-4),[東] 松山将樹,202202010204
12,3,5,スマイリールリカ,牝3,51.0,西塚洸二,2:02.8,ハナ,203.6,12.0,476(0),[東] 鹿戸雄一,202202010204
